fecha,volumen_noticias,sentimiento_promedio,puntuacion_positiva,puntuacion_negativa,polaridad_promedio,volatilidad_sentimiento,uso_primera_persona
2024-05-28,341,0.096,2.552,2.456,5.008,3.112,23.31
2024-05-29,248,-0.271,2.793,3.064,5.857,3.367,21.853
2024-05-30,201,0.121,2.792,2.671,5.463,3.331,22.066
2024-05-31,245,-0.987,2.471,3.458,5.928,3.666,21.896
2024-06-01,100,-0.4,2.607,3.006,5.613,3.388,21.905
2024-06-02,99,-0.852,2.594,3.445,6.039,3.85,21.553
2024-06-03,371,1.228,3.553,2.325,5.879,2.496,23.048
2024-06-04,208,0.409,2.928,2.519,5.447,3.076,21.67
2024-06-05,399,-0.904,2.071,2.975,5.046,2.667,21.786
2024-06-06,352,-0.274,2.499,2.773,5.271,2.499,21.962
2024-06-07,318,0.4,2.806,2.405,5.211,2.724,22.007
2024-06-08,128,0.753,3.17,2.417,5.587,3.061,22.0
2024-06-09,86,0.408,2.887,2.479,5.365,2.961,23.198
2024-06-10,394,1.172,3.093,1.921,5.015,2.658,21.421
2024-06-11,462,1.018,3.163,2.146,5.309,2.871,21.605
2024-06-12,285,0.418,3.036,2.619,5.655,2.772,22.017
2024-06-13,296,0.436,2.772,2.336,5.108,2.375,21.956
2024-06-14,179,0.446,2.94,2.494,5.434,3.709,21.989
2024-06-15,144,0.848,2.836,1.989,4.825,3.095,22.78
2024-06-16,84,0.597,3.126,2.529,5.655,3.86,21.542
2024-06-17,166,0.766,2.78,2.014,4.794,2.617,21.985
2024-06-18,379,-0.147,2.175,2.321,4.496,2.656,22.336
2024-06-19,227,1.044,2.632,1.588,4.22,2.509,21.458
2024-06-20,183,0.843,3.173,2.331,5.504,3.379,22.443
2024-06-21,189,0.245,2.951,2.706,5.657,3.185,22.382
2024-06-22,75,0.519,2.829,2.31,5.138,3.731,22.093
2024-06-23,247,-1.818,1.795,3.613,5.408,2.76,20.794
2024-06-24,903,-1.902,1.734,3.637,5.371,2.615,21.39
2024-06-25,268,-0.216,2.59,2.806,5.395,2.946,21.899
2024-06-26,258,0.035,2.669,2.634,5.304,3.257,20.691
2024-06-27,183,0.477,3.08,2.603,5.683,3.197,21.974
2024-06-28,170,0.708,2.841,2.134,4.975,3.197,21.756
2024-06-29,88,-1.001,2.197,3.198,5.395,3.272,22.152
2024-06-30,90,-1.058,2.224,3.282,5.506,3.652,22.684
2024-07-01,221,0.361,2.772,2.41,5.182,2.823,22.78
2024-07-02,243,1.367,3.321,1.954,5.275,3.436,22.427
2024-07-03,305,-0.986,2.174,3.161,5.335,3.062,23.244
2024-07-04,149,0.816,2.922,2.106,5.027,2.805,22.262
2024-07-05,154,-0.368,2.433,2.801,5.235,3.558,22.21
2024-07-06,134,-3.089,2.022,5.112,7.134,3.748,23.095
2024-07-07,43,0.114,2.967,2.853,5.82,3.851,22.83
2024-07-08,145,1.122,3.163,2.041,5.204,2.566,22.251
2024-07-09,185,0.477,3.104,2.627,5.731,3.218,21.835
2024-07-10,193,0.536,2.824,2.289,5.113,2.32,22.059
2024-07-11,183,0.704,3.02,2.316,5.335,3.031,21.537
2024-07-12,174,0.187,2.669,2.482,5.151,2.863,21.995
2024-07-13,79,-0.886,2.462,3.348,5.809,3.242,21.613
2024-07-14,54,0.104,2.719,2.615,5.335,3.067,21.499
2024-07-15,209,1.164,2.865,1.701,4.566,2.219,21.348
2024-07-16,177,1.202,3.073,1.871,4.944,2.951,21.582
2024-07-17,241,-0.436,2.995,3.431,6.426,3.542,21.936
2024-07-18,207,0.808,3.061,2.253,5.314,2.972,21.432
2024-07-19,185,0.44,3.468,3.028,6.496,4.134,22.393
2024-07-20,74,0.51,3.065,2.556,5.621,2.776,22.615
2024-07-21,50,0.097,3.002,2.905,5.907,3.977,22.137
2024-07-22,228,-1.525,1.449,2.974,4.422,2.907,22.886
2024-07-23,124,0.695,2.894,2.199,5.092,2.597,22.35
2024-07-24,226,0.337,3.077,2.74,5.818,3.05,22.057
2024-07-25,279,-1.235,2.785,4.02,6.805,4.397,21.138
2024-07-26,162,-0.077,2.911,2.988,5.899,3.375,21.65
2024-07-27,74,-0.469,2.43,2.899,5.329,2.722,22.024
2024-07-28,85,-1.217,2.744,3.961,6.705,4.887,20.48
2024-07-29,289,1.393,3.224,1.83,5.054,2.852,22.707
2024-07-30,183,0.599,3.241,2.641,5.882,3.393,21.254
2024-07-31,237,0.992,3.49,2.498,5.988,2.712,20.765
2024-08-01,254,0.309,3.696,3.387,7.083,4.126,21.181
2024-08-02,229,1.014,3.359,2.346,5.705,2.963,21.087
2024-08-03,69,-0.478,2.536,3.014,5.55,3.041,22.118
2024-08-04,91,0.504,2.332,1.828,4.159,2.852,21.854
2024-08-05,270,0.38,2.925,2.546,5.471,3.407,21.816
2024-08-06,300,-2.279,2.009,4.288,6.296,3.394,21.282
2024-08-07,337,-0.562,2.622,3.184,5.805,3.51,22.429
2024-08-08,176,0.047,2.477,2.43,4.907,2.786,22.211
2024-08-09,200,-0.656,2.684,3.34,6.023,3.036,22.306
2024-08-10,88,-0.594,2.605,3.199,5.804,3.266,22.952
2024-08-11,74,0.163,2.498,2.335,4.832,3.211,22.52
2024-08-12,195,-2.626,2.591,5.217,7.808,4.584,20.533
2024-08-13,979,-4.325,1.772,6.097,7.869,4.34,22.77
2024-08-14,247,0.39,2.952,2.562,5.514,3.258,21.885
2024-08-15,187,0.726,3.213,2.487,5.699,3.837,22.227
2024-08-16,170,-0.1,2.892,2.992,5.883,3.285,22.226
2024-08-17,71,-0.545,2.878,3.423,6.302,3.115,22.099
2024-08-18,57,1.299,3.197,1.898,5.095,3.526,23.024
2024-08-19,265,-1.586,2.053,3.639,5.692,3.398,23.104
2024-08-20,781,-4.591,1.044,5.635,6.679,3.061,26.552
2024-08-21,268,0.548,2.657,2.109,4.766,3.234,21.921
2024-08-22,366,-0.575,2.902,3.477,6.38,2.511,22.783
2024-08-23,111,-0.269,2.833,3.102,5.935,3.396,22.253
2024-08-24,66,0.275,2.631,2.356,4.986,3.219,21.51
2024-08-25,105,1.873,3.538,1.665,5.204,3.554,21.571
2024-08-26,230,0.913,3.292,2.379,5.671,3.494,21.523
2024-08-27,198,0.556,2.76,2.204,4.964,3.129,22.117
2024-08-28,262,-0.527,2.558,3.085,5.642,4.028,20.773
2024-08-29,400,-3.534,2.477,6.012,8.489,5.443,21.838
2024-08-30,270,-2.366,2.636,5.003,7.639,4.137,22.37
2024-08-31,157,-0.672,3.026,3.699,6.725,2.741,22.304
2024-09-01,198,-3.897,2.74,6.637,9.378,3.75,20.664
2024-09-02,132,0.679,2.559,1.88,4.439,3.159,23.335
2024-09-03,162,0.847,3.232,2.386,5.618,3.363,22.441
2024-09-04,165,0.258,2.768,2.51,5.278,3.218,21.245
2024-09-05,189,0.709,3.252,2.543,5.795,3.623,22.497
2024-09-06,162,0.856,3.152,2.295,5.447,2.941,22.468
2024-09-07,94,-0.312,2.618,2.93,5.548,4.225,22.664
2024-09-08,74,-0.136,2.465,2.601,5.065,2.894,22.456
2024-09-09,299,0.124,2.691,2.567,5.258,2.874,22.54
2024-09-10,332,-0.22,2.958,3.178,6.136,3.728,21.142
2024-09-11,219,-0.216,2.74,2.957,5.697,2.949,22.067
2024-09-12,255,1.183,3.381,2.197,5.578,3.105,21.356
2024-09-13,292,-0.185,2.781,2.966,5.747,3.497,21.123
2024-09-14,106,-0.039,2.516,2.555,5.071,3.366,21.382
2024-09-15,176,-2.292,1.957,4.25,6.207,2.747,24.532
2024-09-16,163,0.199,2.94,2.741,5.68,3.527,22.692
2024-09-17,217,0.521,3.124,2.603,5.726,3.112,21.926
2024-09-18,218,0.443,2.72,2.277,4.996,3.494,22.438
2024-09-19,186,-0.227,2.815,3.042,5.857,3.599,22.323
2024-09-20,238,1.259,3.287,2.028,5.315,3.321,21.961
2024-09-21,112,0.959,3.072,2.113,5.186,2.884,21.115
2024-09-22,92,-0.854,2.544,3.398,5.942,4.077,21.564
2024-09-23,323,0.335,2.408,2.073,4.48,2.448,23.128
2024-09-24,176,0.448,3.396,2.948,6.344,4.366,22.106
2024-09-25,233,-0.21,3.129,3.339,6.468,3.835,22.683
2024-09-26,280,-3.609,2.397,6.007,8.404,4.925,22.358
2024-09-27,139,0.131,2.859,2.728,5.588,3.231,21.734
2024-09-28,92,-0.29,2.844,3.134,5.978,3.347,22.288
2024-09-29,87,-1.535,2.318,3.854,6.172,4.038,22.738
2024-09-30,116,0.41,3.049,2.638,5.687,3.542,21.806
2024-10-01,219,-0.114,2.913,3.028,5.941,3.867,21.925
2024-10-02,161,0.36,3.073,2.713,5.785,3.875,22.637
2024-10-03,182,-0.083,2.774,2.857,5.631,3.865,22.508
2024-10-04,180,1.208,2.97,1.762,4.733,2.555,21.903
2024-10-05,122,0.926,2.893,1.966,4.859,2.65,22.089
2024-10-06,62,-0.631,2.701,3.332,6.033,3.996,22.748
2024-10-07,141,0.08,2.864,2.784,5.648,3.092,21.933
2024-10-08,215,0.057,2.793,2.737,5.53,3.054,21.488
2024-10-09,152,0.744,3.116,2.372,5.489,3.234,21.208
2024-10-10,199,-1.509,2.35,3.859,6.209,4.062,23.68
2024-10-11,221,0.913,3.228,2.315,5.543,3.358,22.848
2024-10-12,77,0.293,2.913,2.62,5.533,3.91,21.852
2024-10-13,49,-0.427,2.548,2.975,5.522,3.185,21.822
2024-10-14,147,0.247,3.004,2.756,5.76,3.754,22.445
2024-10-15,171,0.934,3.374,2.44,5.814,3.598,22.509
2024-10-16,207,0.06,2.836,2.776,5.611,3.237,22.232
2024-10-17,199,-0.302,2.733,3.036,5.769,3.595,22.234
2024-10-18,177,-0.449,2.868,3.317,6.185,3.57,22.146
2024-10-19,89,-0.279,2.767,3.046,5.813,3.268,22.571
2024-10-20,64,-0.3,2.576,2.876,5.452,3.096,22.454
2024-10-21,136,0.968,3.383,2.415,5.798,3.441,21.712
2024-10-22,156,0.463,2.943,2.48,5.424,3.347,21.939
2024-10-23,289,-0.055,2.204,2.258,4.462,2.521,23.853
2024-10-24,203,0.485,2.853,2.368,5.22,2.98,22.192
2024-10-25,165,0.651,2.993,2.342,5.335,3.107,22.077
2024-10-26,81,0.554,3.131,2.577,5.708,3.423,22.403
2024-10-27,55,0.315,2.87,2.555,5.426,2.772,22.42
2024-10-28,396,0.667,2.491,1.823,4.314,2.014,22.519
2024-10-29,161,0.907,3.271,2.364,5.635,3.133,22.099
2024-10-30,198,1.029,3.246,2.217,5.464,2.86,21.373
2024-10-31,218,1.344,3.602,2.258,5.86,3.347,22.108
2024-11-01,230,1.37,3.36,1.99,5.35,2.903,21.44
2024-11-02,249,-1.458,2.245,3.703,5.948,2.997,22.939
2024-11-03,71,-0.266,2.446,2.712,5.158,2.633,23.501
2024-11-04,162,0.384,2.836,2.452,5.289,2.581,22.182
2024-11-05,199,0.162,2.787,2.625,5.412,2.864,21.601
2024-11-06,165,0.624,3.089,2.465,5.554,3.321,21.399
2024-11-07,200,0.557,2.926,2.369,5.295,3.244,22.052
2024-11-08,207,1.136,3.343,2.207,5.55,3.155,21.426
2024-11-09,90,0.706,3.316,2.61,5.926,4.134,22.342
2024-11-10,93,0.971,3.665,2.693,6.358,2.985,23.029
2024-11-11,324,3.132,4.658,1.527,6.185,3.01,22.646
2024-11-12,248,0.505,3.366,2.861,6.228,3.988,22.161
2024-11-13,210,0.074,2.737,2.663,5.399,3.001,22.517
2024-11-14,185,0.281,2.842,2.561,5.403,3.217,21.371
2024-11-15,213,1.573,3.292,1.72,5.012,3.157,22.121
2024-11-16,91,0.338,2.942,2.604,5.547,3.447,21.817
2024-11-17,64,-0.401,2.371,2.771,5.142,3.377,22.3
2024-11-18,213,-0.953,3.016,3.97,6.986,3.971,21.534
2024-11-19,288,-0.717,2.905,3.622,6.527,3.698,20.756
2024-11-20,349,-1.951,2.463,4.413,6.876,3.753,20.342
2024-11-21,289,-0.858,2.755,3.613,6.369,4.028,21.13
2024-11-22,200,-0.179,3.104,3.283,6.388,4.363,21.651
2024-11-23,96,-0.381,2.654,3.035,5.69,3.058,22.435
2024-11-24,86,-1.534,2.039,3.573,5.611,3.114,20.621
2024-11-25,231,0.47,3.409,2.939,6.347,4.281,20.871
2024-11-26,379,0.62,3.109,2.489,5.598,3.546,21.774
2024-11-27,223,0.193,2.999,2.806,5.804,3.681,22.104
2024-11-28,150,0.589,3.176,2.587,5.764,3.584,21.333
2024-11-29,192,0.679,4.139,3.46,7.599,3.209,21.531
2024-11-30,82,0.562,3.096,2.534,5.631,3.643,21.241
2024-12-01,87,-0.793,2.647,3.44,6.087,3.795,21.0
2024-12-02,331,0.711,2.877,2.166,5.043,2.623,22.254
2024-12-03,225,0.33,3.173,2.843,6.016,3.766,21.612
2024-12-04,275,0.936,3.334,2.398,5.732,3.365,21.255
2024-12-05,283,-0.682,2.569,3.251,5.819,2.844,21.103
2024-12-06,189,-0.186,2.899,3.086,5.985,3.403,21.765
2024-12-07,94,0.515,3.336,2.821,6.157,4.119,21.708
2024-12-08,79,-1.011,2.537,3.549,6.086,3.45,21.016
2024-12-09,281,0.524,2.629,2.105,4.733,2.994,22.705
2024-12-10,184,0.194,3.108,2.914,6.021,3.545,21.294
2024-12-11,272,0.163,2.615,2.452,5.067,3.219,21.152
2024-12-12,244,0.266,2.764,2.498,5.262,3.103,20.931
2024-12-13,286,-0.177,2.572,2.749,5.321,3.084,20.609
2024-12-14,93,0.171,2.886,2.715,5.602,3.579,21.359
2024-12-15,71,-1.134,2.434,3.568,6.003,3.226,20.369
2024-12-16,261,0.41,2.349,1.939,4.288,2.466,21.74
2024-12-17,179,-0.428,2.635,3.063,5.698,3.752,21.298
2024-12-18,221,0.422,3.029,2.607,5.636,3.374,21.521
2024-12-19,224,-0.142,2.864,3.007,5.871,3.801,21.734
2024-12-20,212,-1.322,2.5,3.822,6.322,3.491,21.847
2024-12-21,94,-0.175,2.748,2.923,5.671,3.49,21.086
2024-12-22,83,-0.5,2.454,2.954,5.409,3.12,20.584
2024-12-23,132,0.356,3.055,2.699,5.754,3.717,20.993
2024-12-24,191,1.125,3.237,2.112,5.348,3.564,22.446
2024-12-25,92,-0.116,2.702,2.818,5.521,3.465,21.534
2024-12-26,135,-0.058,3.046,3.104,6.149,3.753,21.5
2024-12-27,150,-0.66,2.642,3.301,5.943,3.928,21.711
2024-12-28,108,-0.415,2.788,3.203,5.991,3.326,21.736
2024-12-29,69,-1.347,2.505,3.852,6.357,3.805,21.363
2024-12-30,121,0.438,2.935,2.497,5.432,2.983,20.747
2024-12-31,135,-0.302,2.714,3.016,5.731,3.865,21.143
2025-01-01,114,-0.561,2.29,2.851,5.142,3.064,21.901
2025-01-02,187,-0.273,2.715,2.988,5.703,3.406,20.729
2025-01-03,171,-0.833,2.367,3.2,5.567,3.133,21.2
2025-01-04,119,-0.65,2.338,2.987,5.325,2.78,21.025
2025-01-05,147,-1.089,2.057,3.146,5.203,2.615,20.707
2025-01-06,161,-0.107,2.858,2.965,5.823,3.604,20.461
2025-01-07,327,-1.449,2.999,4.447,7.446,3.461,22.566
2025-01-08,184,-0.005,2.9,2.906,5.806,3.607,21.48
2025-01-09,238,0.021,2.87,2.848,5.718,3.276,21.157
2025-01-10,193,0.149,3.04,2.891,5.931,3.182,21.304
2025-01-11,109,-1.196,2.588,3.784,6.372,3.284,21.753
2025-01-12,90,-1.153,2.52,3.674,6.194,3.651,21.051
2025-01-13,397,-0.747,2.292,3.039,5.33,2.692,20.367
2025-01-14,421,-1.259,2.35,3.609,5.959,2.582,20.818
2025-01-15,412,-0.795,2.483,3.279,5.762,2.815,21.231
2025-01-16,351,-0.167,2.84,3.007,5.847,3.365,21.505
2025-01-17,303,-0.475,2.88,3.355,6.235,3.116,21.332
2025-01-18,283,-1.006,2.81,3.816,6.625,2.66,22.005
2025-01-19,574,-2.174,2.452,4.627,7.079,1.908,22.448
2025-01-20,259,0.043,3.088,3.045,6.133,3.021,21.217
2025-01-21,330,0.144,2.732,2.588,5.32,2.673,22.401
2025-01-22,213,0.341,2.859,2.518,5.377,2.929,21.692
2025-01-23,253,0.129,2.865,2.736,5.601,3.638,21.236
2025-01-24,239,0.256,2.741,2.485,5.226,3.215,21.143
2025-01-25,102,0.503,3.067,2.563,5.63,3.152,21.375
2025-01-26,79,-0.513,2.765,3.279,6.044,2.928,21.226
2025-01-27,1037,0.509,3.219,2.71,5.929,2.415,20.643
2025-01-28,842,-0.022,3.315,3.337,6.653,2.537,20.771
2025-01-29,589,-0.504,3.174,3.678,6.852,2.472,21.578
2025-01-30,358,0.646,3.442,2.796,6.238,2.63,21.312
2025-01-31,417,0.82,3.106,2.286,5.392,2.488,20.819
2025-02-01,203,-0.122,2.754,2.876,5.63,3.018,21.047
2025-02-02,106,-0.582,2.631,3.213,5.844,3.154,21.148
2025-02-03,197,0.188,3.088,2.9,5.987,3.218,21.463
2025-02-04,232,0.083,3.044,2.961,6.004,3.507,21.61
2025-02-05,258,-0.031,2.976,3.008,5.984,3.483,21.465
2025-02-06,272,-0.011,2.932,2.943,5.875,3.144,21.364
2025-02-07,299,1.251,3.556,2.305,5.862,3.353,22.45
2025-02-08,185,0.412,2.521,2.109,4.63,2.877,21.164
2025-02-09,95,-0.411,2.655,3.065,5.72,3.115,21.043
2025-02-10,164,-0.115,2.966,3.082,6.048,3.351,21.307
2025-02-11,222,-0.354,2.697,3.052,5.749,3.17,21.238
2025-02-12,221,0.044,3.0,2.957,5.957,3.815,22.383
2025-02-13,211,-0.253,2.746,2.999,5.745,3.41,21.358
2025-02-14,420,-0.318,2.848,3.166,6.015,2.817,21.792
2025-02-15,156,-0.104,2.674,2.778,5.452,2.932,20.841
2025-02-16,117,-0.718,2.265,2.983,5.248,3.231,20.864
2025-02-17,361,0.384,3.323,2.939,6.263,2.408,18.036
2025-02-18,177,-0.563,2.752,3.316,6.068,3.265,21.369
2025-02-19,237,-0.481,2.66,3.141,5.801,3.327,21.148
2025-02-20,248,0.995,3.13,2.135,5.265,3.066,20.824
2025-02-21,208,-0.099,2.882,2.981,5.863,3.401,21.548
2025-02-22,118,-0.368,2.569,2.936,5.505,3.562,21.439
2025-02-23,78,-0.467,2.401,2.868,5.269,3.21,20.362
2025-02-24,234,1.193,3.355,2.163,5.518,3.206,20.735
2025-02-25,267,0.208,3.047,2.84,5.887,3.184,21.335
2025-02-26,223,0.184,3.039,2.855,5.894,3.838,21.51
2025-02-27,209,0.105,2.904,2.8,5.704,3.268,21.313
2025-02-28,190,-0.457,2.929,3.387,6.316,4.402,21.57
2025-03-01,107,-0.818,2.858,3.676,6.534,4.125,22.047
2025-03-02,134,-1.061,2.353,3.414,5.766,3.425,21.116
2025-03-03,187,0.257,2.733,2.476,5.21,3.256,21.097
2025-03-04,201,0.132,2.997,2.864,5.861,3.551,21.827
2025-03-05,216,-0.15,2.688,2.838,5.526,2.825,21.768
2025-03-06,180,-0.69,2.808,3.498,6.306,3.74,21.754
2025-03-07,281,-1.557,2.146,3.703,5.849,2.823,23.236
2025-03-08,129,-0.715,2.405,3.12,5.525,3.377,22.373
2025-03-09,90,-1.994,2.192,4.186,6.378,3.29,20.1
2025-03-10,161,-0.505,2.84,3.344,6.184,3.388,22.067
2025-03-11,186,-0.349,2.642,2.991,5.633,3.199,21.728
2025-03-12,196,-1.407,2.302,3.709,6.01,3.369,21.751
2025-03-13,183,-0.697,2.521,3.218,5.739,3.597,22.378
2025-03-14,166,0.004,2.857,2.853,5.71,3.536,21.717
2025-03-15,131,-0.089,2.433,2.522,4.954,3.155,21.555
2025-03-16,111,-1.347,2.308,3.654,5.962,3.66,20.64
2025-03-17,187,-0.083,2.791,2.874,5.665,3.558,21.475
2025-03-18,202,-0.6,2.61,3.21,5.82,3.049,21.223
2025-03-19,197,-0.461,2.489,2.95,5.439,3.151,21.976
2025-03-20,253,0.105,2.868,2.763,5.631,3.619,20.939
2025-03-21,261,-0.562,1.78,2.343,4.123,3.07,18.551
2025-03-22,235,-0.999,1.03,2.029,3.059,2.661,17.042
2025-03-23,117,-0.305,2.663,2.968,5.632,3.869,19.277
2025-03-24,167,-0.167,2.986,3.153,6.139,3.769,20.934
2025-03-25,168,0.2,2.827,2.627,5.454,3.465,21.169
2025-03-26,172,0.281,3.042,2.76,5.802,3.365,20.722
2025-03-27,184,-0.285,2.576,2.861,5.437,3.363,21.178
2025-03-28,252,0.167,2.914,2.747,5.661,2.811,20.709
2025-03-29,88,-0.891,2.433,3.325,5.758,3.18,21.605
2025-03-30,86,-0.889,2.531,3.419,5.95,3.279,20.837
2025-03-31,182,-0.603,2.551,3.154,5.705,3.089,21.012
2025-04-01,355,-0.082,2.772,2.854,5.626,2.788,19.866
2025-04-02,212,-0.431,2.8,3.231,6.03,3.588,21.029
2025-04-03,292,-0.58,2.579,3.159,5.738,3.214,21.917
2025-04-04,253,-0.313,2.93,3.243,6.173,3.641,21.827
2025-04-05,750,0.961,2.746,1.785,4.531,1.714,19.749
2025-04-06,113,-0.918,2.133,3.051,5.184,2.787,20.423
2025-04-07,187,-0.709,2.291,3.0,5.292,2.702,21.356
2025-04-08,270,-0.704,2.323,3.027,5.351,2.718,21.64
2025-04-09,276,-0.291,2.664,2.955,5.618,3.088,21.24
2025-04-10,207,-0.03,3.054,3.084,6.138,3.543,21.259
2025-04-11,254,-0.157,2.887,3.044,5.931,3.409,21.271
2025-04-12,117,0.073,2.701,2.628,5.329,2.656,21.416
2025-04-13,145,0.993,3.655,2.661,6.316,4.502,21.479
2025-04-14,244,-0.343,2.44,2.783,5.223,3.057,21.544
2025-04-15,231,0.397,2.801,2.404,5.204,2.916,21.153
2025-04-16,210,0.137,2.772,2.635,5.407,3.076,21.224
2025-04-17,272,-0.226,2.9,3.126,6.026,3.352,22.017
2025-04-18,205,-0.257,2.76,3.018,5.778,3.523,21.288
2025-04-19,89,-0.281,2.705,2.986,5.691,3.394,22.252
2025-04-20,347,1.226,3.236,2.01,5.247,2.474,21.465
2025-04-21,211,0.13,2.948,2.818,5.766,3.726,21.476
2025-04-22,193,-0.375,2.76,3.136,5.896,3.369,21.771
2025-04-23,230,-0.564,2.721,3.285,6.006,2.918,21.483
2025-04-24,230,-0.917,2.551,3.468,6.018,3.24,21.41
2025-04-25,840,-0.081,2.398,2.479,4.877,1.543,22.333
2025-04-26,95,-1.34,2.496,3.836,6.332,3.768,21.268
2025-04-27,92,-1.56,2.152,3.712,5.864,3.158,20.401
2025-04-28,230,0.193,3.193,3.0,6.192,3.555,20.277
2025-04-29,199,0.128,2.959,2.831,5.79,3.593,21.67
2025-04-30,183,-0.35,2.773,3.123,5.896,3.654,22.015
2025-05-01,287,-0.881,2.785,3.667,6.452,4.118,22.213
2025-05-02,316,-0.587,2.476,3.063,5.539,2.672,21.324
2025-05-03,164,0.523,2.931,2.408,5.339,3.095,21.524
2025-05-04,112,0.412,2.835,2.423,5.258,3.505,21.208
2025-05-05,201,0.526,3.213,2.687,5.9,3.637,21.527
2025-05-06,205,-0.167,2.973,3.14,6.113,3.385,21.816
2025-05-07,261,0.213,2.954,2.741,5.695,3.616,21.502
2025-05-08,314,0.416,2.842,2.426,5.268,3.039,21.958
2025-05-09,242,-0.218,2.755,2.973,5.727,3.072,22.517
2025-05-10,122,-0.354,2.987,3.341,6.327,3.855,21.997
2025-05-11,119,-0.27,2.73,3.001,5.731,3.025,21.177
2025-05-12,208,-0.094,2.723,2.817,5.541,2.763,21.619
2025-05-13,216,0.553,3.222,2.669,5.891,3.778,21.724
2025-05-14,174,0.052,2.867,2.815,5.682,3.17,21.529
2025-05-15,217,-0.419,2.633,3.052,5.685,2.972,21.565
2025-05-16,226,-0.624,2.509,3.132,5.641,3.186,21.819
2025-05-17,107,-0.62,2.585,3.205,5.79,3.633,21.641
2025-05-18,116,-1.057,2.483,3.54,6.023,3.108,21.492
2025-05-19,213,-0.859,2.579,3.438,6.018,3.255,22.069
2025-05-20,208,-0.179,2.824,3.003,5.827,3.425,21.702
2025-05-21,265,-0.116,2.842,2.958,5.8,3.011,21.649
2025-05-22,298,0.597,3.231,2.633,5.864,3.09,22.571
2025-05-23,245,-0.796,2.588,3.384,5.972,3.268,21.985
2025-05-24,105,-0.364,2.64,3.003,5.643,3.005,21.876
2025-05-25,99,-0.937,2.433,3.37,5.802,3.241,20.547
2025-05-26,145,-0.24,2.727,2.967,5.694,2.889,21.402
2025-05-27,240,-0.132,2.796,2.928,5.724,3.015,21.149
2025-05-28,241,0.128,2.721,2.593,5.314,3.285,21.856
2025-05-29,394,1.02,3.056,2.036,5.091,2.199,20.501
2025-05-30,190,0.449,2.989,2.54,5.529,3.037,22.147
2025-05-31,100,-0.301,2.695,2.995,5.69,3.071,21.915
2025-06-01,86,-0.368,2.885,3.254,6.139,4.066,22.04
2025-06-02,133,0.138,3.169,3.032,6.201,3.339,21.991
2025-06-03,176,-0.03,2.913,2.943,5.857,3.159,21.363
2025-06-04,248,-0.515,2.822,3.338,6.16,3.007,22.204
2025-06-05,183,-0.6,2.555,3.155,5.71,3.037,21.303
2025-06-06,173,-0.041,3.055,3.097,6.152,3.584,22.386
2025-06-07,124,-0.365,2.509,2.874,5.382,3.637,21.133
2025-06-08,146,-0.214,2.937,3.152,6.089,2.941,20.601
2025-06-09,306,1.115,3.337,2.222,5.559,3.106,20.97
2025-06-10,363,0.435,3.046,2.611,5.656,3.265,21.324
2025-06-11,262,-0.747,2.777,3.524,6.302,3.623,21.238
2025-06-12,141,-0.199,3.002,3.201,6.202,3.915,21.306
2025-06-13,179,0.072,2.965,2.894,5.859,3.554,21.425
2025-06-14,88,0.123,2.849,2.726,5.576,2.721,21.712
2025-07-02,222,-0.441,2.783,3.223,6.006,2.946,21.095
2025-07-03,202,-0.332,2.976,3.308,6.285,4.334,21.713
2025-07-04,165,-0.303,2.664,2.966,5.63,3.337,21.423
2025-07-05,94,-1.726,2.395,4.121,6.517,3.201,20.889
2025-07-06,89,-1.836,2.037,3.873,5.909,3.177,20.492
2025-07-07,296,-1.76,2.337,4.097,6.434,2.857,25.152
2025-07-08,231,0.151,3.154,3.003,6.156,3.353,21.51
2025-07-09,206,-0.087,2.813,2.901,5.714,3.347,21.475
2025-07-10,216,-0.723,2.599,3.323,5.922,3.257,21.266
2025-07-11,202,0.531,3.163,2.632,5.795,3.374,20.79
2025-07-12,111,-0.163,2.72,2.883,5.604,3.098,20.04
2025-07-13,87,-0.934,2.452,3.386,5.839,3.509,20.493
2025-07-14,159,-1.644,2.285,3.928,6.213,3.496,20.721
2025-07-15,217,0.299,3.16,2.862,6.022,3.628,21.547
2025-07-16,196,-0.056,2.833,2.889,5.722,3.099,21.181
2025-07-17,159,-0.24,3.117,3.357,6.474,4.146,21.568
2025-07-18,206,-0.21,3.008,3.219,6.227,2.925,21.771
2025-07-19,104,-1.334,2.688,4.022,6.71,3.934,20.897
2025-07-20,91,-0.754,2.798,3.551,6.349,3.769,20.445
2025-07-21,156,-0.686,2.708,3.394,6.101,3.666,21.242
2025-07-22,218,0.019,2.992,2.973,5.965,3.14,21.789
2025-07-23,178,-0.279,2.83,3.109,5.939,3.361,21.394
2025-07-24,279,-0.91,2.791,3.702,6.493,3.193,21.268
2025-07-25,238,0.304,3.279,2.976,6.255,3.822,22.262
2025-07-26,91,-0.67,2.678,3.348,6.026,3.394,22.326
2025-07-27,86,-0.56,2.706,3.266,5.972,3.271,20.479
2025-07-28,194,-0.163,3.088,3.251,6.339,3.475,21.59
2025-07-29,250,0.321,2.911,2.59,5.502,3.319,21.432
2025-07-30,337,0.56,3.576,3.017,6.593,3.193,21.513
2025-07-31,365,0.922,3.702,2.78,6.482,3.063,21.214
2025-08-01,280,0.184,3.297,3.113,6.409,3.431,21.957
2025-08-02,112,-0.891,2.53,3.42,5.95,3.178,20.777
